,Date,Home,Away,Home Team Win Probability
109,12/08/2016,Washington Wizards,Denver Nuggets,0.6258772460940738
110,12/08/2016,Toronto Raptors,Minnesota Timberwolves,0.8722627023775723
111,12/09/2016,Los Angeles Lakers,Phoenix Suns,0.7069199943812936
112,12/09/2016,Boston Celtics,Toronto Raptors,0.46333442478312964
113,12/09/2016,Cleveland Cavaliers,Miami Heat,0.9136304220257148
114,12/09/2016,Milwaukee Bucks,Atlanta Hawks,0.5852699826777853
115,12/09/2016,Sacramento Kings,New York Knicks,0.3789121132106393
116,12/09/2016,Dallas Mavericks,Indiana Pacers,0.31923831004056186
117,12/09/2016,Minnesota Timberwolves,Detroit Pistons,0.41509871640366236
118,12/09/2016,Charlotte Hornets,Orlando Magic,0.7331195343191431
119,12/09/2016,Oklahoma City Thunder,Houston Rockets,0.4754443195880369
120,12/10/2016,San Antonio Spurs,Brooklyn Nets,0.9071174960018012
121,12/10/2016,Chicago Bulls,Miami Heat,0.8139253942168797
122,12/10/2016,Cleveland Cavaliers,Charlotte Hornets,0.801674273556648
123,12/10/2016,Houston Rockets,Dallas Mavericks,0.9297697509420726
124,12/10/2016,Orlando Magic,Denver Nuggets,0.5857185796231813
125,12/10/2016,LA Clippers,New Orleans Pelicans,0.8884973575431491
126,12/10/2016,Utah Jazz,Sacramento Kings,0.7818503809340568
127,12/10/2016,Indiana Pacers,Portland Trail Blazers,0.6185603598364747
128,12/10/2016,Washington Wizards,Milwaukee Bucks,0.5255833481689279
129,12/10/2016,Memphis Grizzlies,Golden State Warriors,0.42701798403654223
130,12/11/2016,Detroit Pistons,Philadelphia 76ers,0.7412115706826868
131,12/11/2016,Minnesota Timberwolves,Golden State Warriors,0.12316117016718879
132,12/11/2016,Los Angeles Lakers,New York Knicks,0.42641634711221477
133,12/11/2016,Oklahoma City Thunder,Boston Celtics,0.6968850328641224
134,12/11/2016,Phoenix Suns,New Orleans Pelicans,0.6167755697274369
135,12/12/2016,Houston Rockets,Brooklyn Nets,0.9050635064464281
136,12/12/2016,LA Clippers,Portland Trail Blazers,0.7778104355739659
137,12/12/2016,Miami Heat,Washington Wizards,0.4880578995542567
138,12/12/2016,Indiana Pacers,Charlotte Hornets,0.6155454420307008
139,12/12/2016,Dallas Mavericks,Denver Nuggets,0.4491077482160036
140,12/12/2016,Sacramento Kings,Los Angeles Lakers,0.5570862159937168
141,12/12/2016,Toronto Raptors,Milwaukee Bucks,0.7803941154463184
142,12/13/2016,New Orleans Pelicans,Golden State Warriors,0.11779054448324398
143,12/13/2016,Phoenix Suns,New York Knicks,0.3531870421416609
144,12/13/2016,Atlanta Hawks,Orlando Magic,0.6867031763699478
145,12/13/2016,Chicago Bulls,Minnesota Timberwolves,0.7811749494640177
146,12/13/2016,Cleveland Cavaliers,Memphis Grizzlies,0.728787556084016
147,12/13/2016,Portland Trail Blazers,Oklahoma City Thunder,0.4741795554612647
148,12/14/2016,Philadelphia 76ers,Toronto Raptors,0.19144808644056072
149,12/14/2016,San Antonio Spurs,Boston Celtics,0.8296334154387262
150,12/14/2016,Brooklyn Nets,Los Angeles Lakers,0.5210941993665658
151,12/14/2016,Houston Rockets,Sacramento Kings,0.885719289478787
152,12/14/2016,Orlando Magic,LA Clippers,0.2874201286010009
153,12/14/2016,Miami Heat,Indiana Pacers,0.4056500763270388
154,12/14/2016,Utah Jazz,Oklahoma City Thunder,0.5893363607096742
155,12/14/2016,Dallas Mavericks,Detroit Pistons,0.3546608444405588
156,12/14/2016,Washington Wizards,Charlotte Hornets,0.5346704674864303
157,12/14/2016,Memphis Grizzlies,Cleveland Cavaliers,0.4946755891301685
158,12/15/2016,Phoenix Suns,San Antonio Spurs,0.16730402204953754
159,12/15/2016,Golden State Warriors,New York Knicks,0.8435184940943424
160,12/15/2016,Milwaukee Bucks,Chicago Bulls,0.5948622731904556
161,12/15/2016,New Orleans Pelicans,Indiana Pacers,0.40242774023356165
162,12/15/2016,Denver Nuggets,Portland Trail Blazers,0.5225810435590359
163,12/16/2016,Philadelphia 76ers,Los Angeles Lakers,0.4244681052400566
164,12/16/2016,Chicago Bulls,Milwaukee Bucks,0.5616699820912453
165,12/16/2016,Boston Celtics,Charlotte Hornets,0.6413127308773638
166,12/16/2016,Houston Rockets,New Orleans Pelicans,0.918353812502057
167,12/16/2016,Orlando Magic,Brooklyn Nets,0.6875860096649756
168,12/16/2016,Miami Heat,LA Clippers,0.2116289665525314
169,12/16/2016,Utah Jazz,Dallas Mavericks,0.8815069700672226
170,12/16/2016,Washington Wizards,Detroit Pistons,0.6058731994732329
171,12/16/2016,Toronto Raptors,Atlanta Hawks,0.7354552971351781
172,12/16/2016,Memphis Grizzlies,Sacramento Kings,0.7986964373621742
173,12/17/2016,Golden State Warriors,Portland Trail Blazers,0.8805683389987424
174,12/17/2016,Cleveland Cavaliers,Los Angeles Lakers,0.8641004101195798
175,12/17/2016,Detroit Pistons,Indiana Pacers,0.5192500673181748
176,12/17/2016,Atlanta Hawks,Charlotte Hornets,0.6145766357526083
177,12/17/2016,Denver Nuggets,New York Knicks,0.4935418094344677
178,12/17/2016,Minnesota Timberwolves,Houston Rockets,0.16015724144160434
179,12/17/2016,Oklahoma City Thunder,Phoenix Suns,0.8304394649456841
180,12/18/2016,Philadelphia 76ers,Brooklyn Nets,0.5787429205704904
181,12/18/2016,San Antonio Spurs,New Orleans Pelicans,0.9302848150478004
182,12/18/2016,Orlando Magic,Toronto Raptors,0.30754752520006123
183,12/18/2016,Miami Heat,Boston Celtics,0.3517574535166678
184,12/18/2016,Dallas Mavericks,Sacramento Kings,0.4501543733202422
185,12/18/2016,Washington Wizards,LA Clippers,0.38277444419594336
186,12/18/2016,Memphis Grizzlies,Utah Jazz,0.5873008011810391
187,12/19/2016,Minnesota Timberwolves,Phoenix Suns,0.6056595991152379
188,12/19/2016,Chicago Bulls,Detroit Pistons,0.6679669233224866
189,12/19/2016,Oklahoma City Thunder,Atlanta Hawks,0.6482544184072803
190,12/19/2016,Denver Nuggets,Dallas Mavericks,0.7858317836160563
191,12/19/2016,Indiana Pacers,Washington Wizards,0.6522121791049831
192,12/20/2016,Houston Rockets,San Antonio Spurs,0.5344982985580454
193,12/20/2016,Toronto Raptors,Brooklyn Nets,0.8891241369217323
194,12/20/2016,Charlotte Hornets,Los Angeles Lakers,0.6992406786014904
195,12/20/2016,Memphis Grizzlies,Boston Celtics,0.6265813124814201
196,12/20/2016,Milwaukee Bucks,Cleveland Cavaliers,0.3082750156034608
197,12/20/2016,New York Knicks,Indiana Pacers,0.6414464987102164
198,12/20/2016,Sacramento Kings,Portland Trail Blazers,0.5469843815912792
199,12/20/2016,Golden State Warriors,Utah Jazz,0.810760060246098
200,12/20/2016,Miami Heat,Orlando Magic,0.4557357762690534
201,12/20/2016,LA Clippers,Denver Nuggets,0.8132016897652485
202,12/20/2016,Philadelphia 76ers,New Orleans Pelicans,0.5716189691009071
203,12/21/2016,Phoenix Suns,Houston Rockets,0.1706697566117623
204,12/21/2016,Cleveland Cavaliers,Milwaukee Bucks,0.8455754729803682
205,12/21/2016,Portland Trail Blazers,Dallas Mavericks,0.75329624042053
206,12/21/2016,Utah Jazz,Sacramento Kings,0.7337091143383448
207,12/21/2016,Atlanta Hawks,Minnesota Timberwolves,0.7484693489962876
208,12/21/2016,Chicago Bulls,Washington Wizards,0.5880458489765242
209,12/21/2016,Detroit Pistons,Memphis Grizzlies,0.3926455654903145
210,12/21/2016,New Orleans Pelicans,Oklahoma City Thunder,0.2879297555372747
211,12/22/2016,Brooklyn Nets,Golden State Warriors,0.11782072287784999
212,12/22/2016,LA Clippers,San Antonio Spurs,0.5159214116649894
213,12/22/2016,Miami Heat,Los Angeles Lakers,0.5179919361810871
214,12/22/2016,Indiana Pacers,Boston Celtics,0.508854346744081
215,12/22/2016,New York Knicks,Orlando Magic,0.7358813491646056
216,12/23/2016,Phoenix Suns,Philadelphia 76ers,0.6466303432366356
217,12/23/2016,Boston Celtics,Oklahoma City Thunder,0.5297854571258919
218,12/23/2016,Cleveland Cavaliers,Brooklyn Nets,0.9260915149387043
219,12/23/2016,Orlando Magic,Los Angeles Lakers,0.6449626873293913
220,12/23/2016,LA Clippers,Dallas Mavericks,0.8888979222097466
221,12/23/2016,Detroit Pistons,Golden State Warriors,0.1642312469166944
222,12/23/2016,Utah Jazz,Toronto Raptors,0.43963883837795936
223,12/23/2016,Portland Trail Blazers,San Antonio Spurs,0.2404124387842803
224,12/23/2016,Milwaukee Bucks,Washington Wizards,0.6160125362192936
225,12/23/2016,Denver Nuggets,Atlanta Hawks,0.48871098249923295
226,12/23/2016,Minnesota Timberwolves,Sacramento Kings,0.47523392288423344
227,12/23/2016,Charlotte Hornets,Chicago Bulls,0.660345387728354
228,12/23/2016,Memphis Grizzlies,Houston Rockets,0.4571043750475118
229,12/23/2016,New Orleans Pelicans,Miami Heat,0.6046069618744215
230,12/25/2016,San Antonio Spurs,Chicago Bulls,0.8699118043522627
231,12/25/2016,Los Angeles Lakers,LA Clippers,0.31519787099651825
232,12/25/2016,New York Knicks,Boston Celtics,0.5749535356345445
233,12/25/2016,Cleveland Cavaliers,Golden State Warriors,0.5445112101247928
234,12/25/2016,Oklahoma City Thunder,Minnesota Timberwolves,0.8437194947848307
235,12/26/2016,Chicago Bulls,Indiana Pacers,0.5884427661125066
236,12/26/2016,Brooklyn Nets,Charlotte Hornets,0.3739947827845625
237,12/26/2016,Houston Rockets,Phoenix Suns,0.9090237060682835
238,12/26/2016,Orlando Magic,Memphis Grizzlies,0.43280690075069655
239,12/26/2016,LA Clippers,Denver Nuggets,0.7813474913614996
240,12/26/2016,Detroit Pistons,Cleveland Cavaliers,0.23090914361391254
241,12/26/2016,Portland Trail Blazers,Toronto Raptors,0.2776669799604997
242,12/26/2016,Sacramento Kings,Philadelphia 76ers,0.7828943250261662
243,12/26/2016,Minnesota Timberwolves,Atlanta Hawks,0.41454061805652126
244,12/26/2016,Washington Wizards,Milwaukee Bucks,0.6121470793587819
245,12/26/2016,New Orleans Pelicans,Dallas Mavericks,0.6498472305539394
246,12/27/2016,Dallas Mavericks,Houston Rockets,0.14895998284267292
247,12/27/2016,Los Angeles Lakers,Utah Jazz,0.385599288101395
248,12/27/2016,Boston Celtics,Memphis Grizzlies,0.6045144481896755
249,12/27/2016,Miami Heat,Oklahoma City Thunder,0.2444596165642381
250,12/28/2016,Atlanta Hawks,New York Knicks,0.5913645864023838
251,12/28/2016,San Antonio Spurs,Phoenix Suns,0.9269574938475555
252,12/28/2016,Chicago Bulls,Brooklyn Nets,0.766717136414423
253,12/28/2016,New Orleans Pelicans,LA Clippers,0.30761945318396605
254,12/28/2016,Washington Wizards,Indiana Pacers,0.6465182700274401
255,12/28/2016,Detroit Pistons,Milwaukee Bucks,0.5025306659245511
256,12/28/2016,Portland Trail Blazers,Sacramento Kings,0.5726533782609868
257,12/28/2016,Denver Nuggets,Minnesota Timberwolves,0.721929040260541
258,12/28/2016,Orlando Magic,Charlotte Hornets,0.49805254937536775
259,12/28/2016,Golden State Warriors,Toronto Raptors,0.7398844404735715
260,12/29/2016,Utah Jazz,Philadelphia 76ers,0.8641339797987724
261,12/29/2016,Cleveland Cavaliers,Boston Celtics,0.7912436383557959
262,12/29/2016,Charlotte Hornets,Miami Heat,0.8158976467677092
263,12/29/2016,Los Angeles Lakers,Dallas Mavericks,0.6745776707697626
264,12/29/2016,Phoenix Suns,Toronto Raptors,0.24806585811377188
265,12/29/2016,Memphis Grizzlies,Oklahoma City Thunder,0.5512423948368887
266,12/30/2016,Denver Nuggets,Philadelphia 76ers,0.7517835976782197
267,12/30/2016,New Orleans Pelicans,New York Knicks,0.438026295477524
268,12/30/2016,Indiana Pacers,Chicago Bulls,0.5998849080662221
269,12/30/2016,Washington Wizards,Brooklyn Nets,0.8027371729573094
270,12/30/2016,Houston Rockets,LA Clippers,0.7469810766200006
271,12/30/2016,Atlanta Hawks,Detroit Pistons,0.7430441461048055
272,12/30/2016,Boston Celtics,Miami Heat,0.851599469392423
273,12/30/2016,San Antonio Spurs,Portland Trail Blazers,0.891117508559248
274,12/30/2016,Minnesota Timberwolves,Milwaukee Bucks,0.468670198161847
275,12/30/2016,Golden State Warriors,Dallas Mavericks,0.9465167859676542
276,12/31/2016,Chicago Bulls,Milwaukee Bucks,0.5583528504003127
277,12/31/2016,Houston Rockets,New York Knicks,0.8355539340498163
278,12/31/2016,Utah Jazz,Phoenix Suns,0.8321771576565852
279,12/31/2016,Sacramento Kings,Memphis Grizzlies,0.42747594563545654
280,12/31/2016,Charlotte Hornets,Cleveland Cavaliers,0.31045246097002194
281,12/31/2016,Oklahoma City Thunder,LA Clippers,0.6363938464907314
282,01/01/2017,Los Angeles Lakers,Toronto Raptors,0.26835909661721224
283,01/01/2017,Miami Heat,Detroit Pistons,0.4453736739138659
284,01/01/2017,Indiana Pacers,Orlando Magic,0.6598581313447601
285,01/01/2017,Atlanta Hawks,San Antonio Spurs,0.3484147425369394
286,01/01/2017,Minnesota Timberwolves,Portland Trail Blazers,0.4951360913453264
287,01/02/2017,LA Clippers,Phoenix Suns,0.8383626866267925
288,01/02/2017,Brooklyn Nets,Utah Jazz,0.2645938102656924
289,01/02/2017,New York Knicks,Orlando Magic,0.6426316967628709
290,01/02/2017,Golden State Warriors,Denver Nuggets,0.8990500705168549
291,01/02/2017,Houston Rockets,Washington Wizards,0.8300995246881481
292,01/02/2017,Chicago Bulls,Charlotte Hornets,0.5592634770677851
293,01/02/2017,Milwaukee Bucks,Oklahoma City Thunder,0.4759457695313375
294,01/02/2017,Cleveland Cavaliers,New Orleans Pelicans,0.9076799787537968
295,01/03/2017,Detroit Pistons,Indiana Pacers,0.47789244864099656
296,01/03/2017,Phoenix Suns,Miami Heat,0.6739519925285146
297,01/03/2017,Boston Celtics,Utah Jazz,0.597823352985659
298,01/03/2017,Denver Nuggets,Sacramento Kings,0.5610628312673529
299,01/03/2017,Philadelphia 76ers,Minnesota Timberwolves,0.5681081374363992
300,01/03/2017,Dallas Mavericks,Washington Wizards,0.3959708163279608
301,01/03/2017,Los Angeles Lakers,Memphis Grizzlies,0.37943752980579215
302,01/03/2017,San Antonio Spurs,Toronto Raptors,0.7193377685166914
303,01/04/2017,Golden State Warriors,Portland Trail Blazers,0.91025290840115
304,01/04/2017,New York Knicks,Milwaukee Bucks,0.5396456692838987
305,01/04/2017,Cleveland Cavaliers,Chicago Bulls,0.8396643373107096
306,01/04/2017,Orlando Magic,Atlanta Hawks,0.43952380386826356
307,01/04/2017,LA Clippers,Memphis Grizzlies,0.6514717438292545
308,01/04/2017,Sacramento Kings,Miami Heat,0.7575334266944627
309,01/04/2017,Charlotte Hornets,Oklahoma City Thunder,0.5065546131659143
310,01/05/2017,Denver Nuggets,San Antonio Spurs,0.21923298505638822
311,01/05/2017,Dallas Mavericks,Phoenix Suns,0.5378198896330091
312,01/05/2017,Indiana Pacers,Brooklyn Nets,0.8059033505694806
313,01/05/2017,Portland Trail Blazers,Los Angeles Lakers,0.6667839715912236
314,01/05/2017,New Orleans Pelicans,Atlanta Hawks,0.3374789288493954
315,01/05/2017,Toronto Raptors,Utah Jazz,0.6877501648200913
316,01/05/2017,Detroit Pistons,Charlotte Hornets,0.4925126182453884
317,01/05/2017,Houston Rockets,Oklahoma City Thunder,0.7895285886242941
318,01/06/2017,Golden State Warriors,Memphis Grizzlies,0.8251138995516449
319,01/06/2017,Los Angeles Lakers,Miami Heat,0.7061615384584775
320,01/06/2017,Boston Celtics,Philadelphia 76ers,0.8529581261835127
321,01/06/2017,Brooklyn Nets,Cleveland Cavaliers,0.13656212160534198
322,01/06/2017,Orlando Magic,Houston Rockets,0.213908199358767
323,01/06/2017,Milwaukee Bucks,New York Knicks,0.6145003955940742
324,01/06/2017,Sacramento Kings,LA Clippers,0.38981782432006407
325,01/06/2017,Washington Wizards,Minnesota Timberwolves,0.7644505888321232
326,01/07/2017,San Antonio Spurs,Charlotte Hornets,0.8497671339134334
327,01/07/2017,Chicago Bulls,Toronto Raptors,0.43079748667070306
328,01/07/2017,Boston Celtics,New Orleans Pelicans,0.8393706557697994
329,01/07/2017,Indiana Pacers,New York Knicks,0.6458438847467203
330,01/07/2017,Dallas Mavericks,Atlanta Hawks,0.28631462311559924
331,01/07/2017,Minnesota Timberwolves,Utah Jazz,0.30985002915159215
332,01/07/2017,Oklahoma City Thunder,Denver Nuggets,0.7646801403979818
333,01/08/2017,Los Angeles Lakers,Orlando Magic,0.5866302019966126
334,01/08/2017,Phoenix Suns,Cleveland Cavaliers,0.17882576882377474
335,01/08/2017,Brooklyn Nets,Philadelphia 76ers,0.5351647451473197
336,01/08/2017,LA Clippers,Miami Heat,0.8778929178638055
337,01/08/2017,Portland Trail Blazers,Detroit Pistons,0.6067481641547169
338,01/08/2017,Milwaukee Bucks,Washington Wizards,0.5633181827672552
339,01/08/2017,Sacramento Kings,Golden State Warriors,0.19168440898026373
340,01/08/2017,Toronto Raptors,Houston Rockets,0.41154334727799996
341,01/08/2017,Memphis Grizzlies,Utah Jazz,0.6040803575394895
342,01/09/2017,Minnesota Timberwolves,Dallas Mavericks,0.6509008409987445
343,01/09/2017,Chicago Bulls,Oklahoma City Thunder,0.4696654954436583
344,01/09/2017,New York Knicks,New Orleans Pelicans,0.7094753188169205
345,01/10/2017,Washington Wizards,Chicago Bulls,0.66456253374003
346,01/10/2017,Toronto Raptors,Boston Celtics,0.6386312839276712
347,01/10/2017,Utah Jazz,Cleveland Cavaliers,0.4014937700038539
348,01/10/2017,Sacramento Kings,Detroit Pistons,0.6275958471416203
349,01/10/2017,Golden State Warriors,Miami Heat,0.9513776843579808
350,01/10/2017,Brooklyn Nets,Atlanta Hawks,0.25079933915821634
351,01/10/2017,Los Angeles Lakers,Portland Trail Blazers,0.5339900625523198
352,01/10/2017,San Antonio Spurs,Milwaukee Bucks,0.8249568904468986
353,01/10/2017,Houston Rockets,Charlotte Hornets,0.8667603775240277
354,01/11/2017,Philadelphia 76ers,New York Knicks,0.46889209215450356
355,01/11/2017,Portland Trail Blazers,Cleveland Cavaliers,0.28428815182375633
356,01/11/2017,Minnesota Timberwolves,Houston Rockets,0.17113522648425472
357,01/11/2017,LA Clippers,Orlando Magic,0.8154231601769628
358,01/11/2017,Boston Celtics,Washington Wizards,0.6896667525242914
359,01/11/2017,Oklahoma City Thunder,Memphis Grizzlies,0.637077625002185
360,01/12/2017,Golden State Warriors,Detroit Pistons,0.916328835408297
361,01/12/2017,San Antonio Spurs,Los Angeles Lakers,0.8956784074214176
362,01/12/2017,New York Knicks,Chicago Bulls,0.6009039750195151
363,01/12/2017,Phoenix Suns,Dallas Mavericks,0.6340340397567203
364,01/12/2017,Brooklyn Nets,New Orleans Pelicans,0.4699146777108508
365,01/12/2017,Denver Nuggets,Indiana Pacers,0.4933692945675239
366,01/13/2017,Toronto Raptors,Brooklyn Nets,0.9029743504563048
367,01/13/2017,Atlanta Hawks,Boston Celtics,0.5429222448824044
368,01/13/2017,Sacramento Kings,Cleveland Cavaliers,0.25951838571801195
369,01/13/2017,Utah Jazz,Detroit Pistons,0.7825068270952135
370,01/13/2017,Milwaukee Bucks,Miami Heat,0.8335761171759068
371,01/13/2017,Portland Trail Blazers,Orlando Magic,0.6275478296951615
372,01/13/2017,Philadelphia 76ers,Charlotte Hornets,0.4809826936650311
373,01/13/2017,Houston Rockets,Memphis Grizzlies,0.778413778782036
374,01/13/2017,Minnesota Timberwolves,Oklahoma City Thunder,0.3508703148936729
375,01/14/2017,Chicago Bulls,New Orleans Pelicans,0.716505284806892
376,01/14/2017,Phoenix Suns,San Antonio Spurs,0.1934562163909546
377,01/14/2017,LA Clippers,Los Angeles Lakers,0.8337156954665083
